1,2,14.49533
1,4,12.87215
1,6,11.90226
1,8,11.28682
1,10,10.73037
EPOCH1,12.036,41.659

2,2,10.10974
2,4,10.17325
2,6,9.85529
2,8,9.68441
2,10,9.77253
EPOCH2,9.881,66.887

3,2,9.52963
3,4,9.37030
3,6,9.07108
3,8,8.85786
3,10,9.06576
EPOCH3,9.120,68.812

4,2,8.67964
4,4,8.80775
4,6,8.65820
4,8,8.81054
4,10,8.53905
EPOCH4,8.701,69.836

5,2,8.79823
5,4,8.73887
5,6,8.78161
5,8,8.28711
5,10,8.34384
EPOCH5,8.502,71.377

6,2,8.60726
6,4,8.38952
6,6,8.17005
6,8,8.25963
6,10,8.43361
EPOCH6,8.365,71.740

7,2,8.33813
7,4,7.96926
7,6,8.27284
7,8,8.23347
7,10,8.78240
EPOCH7,8.290,71.640

8,2,8.39240
8,4,8.13823
8,6,8.16080
8,8,8.53782
8,10,7.94845
EPOCH8,8.246,71.193

9,2,8.01111
9,4,7.87671
9,6,8.21825
9,8,8.32672
9,10,8.50873
EPOCH9,8.198,71.072

10,2,8.38594
10,4,8.09342
10,6,7.97556
10,8,8.24670
10,10,7.90600
EPOCH10,8.168,71.274

11,2,8.52937
11,4,8.04354
11,6,7.81735
11,8,8.08076
11,10,8.10918
EPOCH11,8.119,71.314

12,2,8.17215
12,4,7.96439
12,6,8.06265
12,8,8.35038
12,10,7.77694
EPOCH12,8.066,71.789

13,2,8.28567
13,4,8.13106
13,6,7.67398
13,8,7.71829
13,10,8.33590
EPOCH13,8.027,71.963

14,2,7.85664
14,4,7.90376
14,6,8.02092
14,8,8.10249
14,10,7.74707
EPOCH14,7.997,71.932

15,2,8.15339
15,4,7.68484
15,6,7.86393
15,8,8.12517
15,10,8.29155
EPOCH15,7.962,72.295

16,2,8.27305
16,4,7.70959
16,6,8.00403
16,8,7.90927
16,10,7.97141
EPOCH16,7.939,72.345

17,2,7.77590
17,4,7.97851
17,6,7.92247
17,8,7.81294
17,10,8.35998
EPOCH17,7.918,72.307

18,2,7.97460
18,4,8.16214
18,6,8.18003
18,8,8.14192
18,10,7.42288
EPOCH18,7.943,72.472

19,2,7.53628
19,4,8.02747
19,6,7.98256
19,8,7.77837
19,10,7.85684
EPOCH19,7.880,72.346

20,2,8.20266
20,4,7.76128
20,6,7.85291
20,8,8.04189
20,10,7.34027
EPOCH20,7.862,72.474

21,2,8.22860
21,4,7.73604
21,6,7.93726
21,8,7.78071
21,10,7.73156
EPOCH21,7.841,72.629

22,2,7.96852
22,4,7.94933
22,6,7.99228
22,8,7.89192
22,10,7.45680
EPOCH22,7.830,72.589

23,2,7.52983
23,4,7.71567
23,6,8.33995
23,8,7.67390
23,10,7.82105
EPOCH23,7.810,72.595

24,2,8.05103
24,4,7.56978
24,6,7.48164
24,8,7.98550
24,10,7.65594
EPOCH24,7.808,72.780

25,2,7.60218
25,4,8.00624
25,6,7.75744
25,8,7.91867
25,10,7.57513
EPOCH25,7.786,72.753

26,2,7.62688
26,4,7.45719
26,6,7.88656
26,8,8.15556
26,10,7.88478
EPOCH26,7.776,72.774

27,2,7.58499
27,4,8.20771
27,6,7.54411
27,8,7.93919
27,10,7.70174
EPOCH27,7.755,72.875

28,2,7.97192
28,4,7.87209
28,6,7.79135
28,8,7.71768
28,10,7.62960
EPOCH28,7.746,72.754

29,2,7.83605
29,4,7.49008
29,6,7.98623
29,8,7.59251
29,10,7.72017
EPOCH29,7.727,73.011

30,2,7.63743
30,4,7.50188
30,6,7.57501
30,8,7.63634
30,10,8.21150
EPOCH30,7.728,72.873

31,2,7.86054
31,4,7.94129
31,6,7.51780
31,8,7.85083
31,10,7.60119
EPOCH31,7.739,72.817

32,2,7.14357
32,4,7.69689
32,6,7.70680
32,8,7.84166
32,10,7.98898
EPOCH32,7.720,72.847

33,2,7.72826
33,4,8.13355
33,6,7.43272
33,8,7.67646
33,10,7.62570
EPOCH33,7.688,73.099

34,2,7.61021
34,4,7.61261
34,6,7.80108
34,8,7.65095
34,10,7.54406
EPOCH34,7.677,72.969

35,2,7.54977
35,4,7.76125
35,6,8.01728
35,8,7.42352
35,10,7.61909
EPOCH35,7.663,72.977

36,2,7.60669
36,4,7.47496
36,6,7.93218
36,8,7.80098
36,10,7.49213
EPOCH36,7.669,72.992

37,2,7.86760
37,4,7.78169
37,6,7.32604
37,8,7.71570
37,10,7.39874
EPOCH37,7.652,72.963

38,2,7.77882
38,4,7.35479
38,6,7.01151
38,8,7.89247
38,10,7.73030
EPOCH38,7.634,73.116

39,2,7.96530
39,4,7.52742
39,6,7.54888
39,8,7.30064
39,10,7.71037
EPOCH39,7.620,73.155

40,2,7.48630
40,4,7.71074
40,6,7.79409
40,8,7.42358
40,10,7.55440
EPOCH40,7.617,73.180

41,2,7.37469
41,4,7.56562
41,6,7.62833
41,8,7.94358
41,10,7.60332
EPOCH41,7.605,73.233

42,2,7.82417
42,4,7.77454
42,6,7.77867
42,8,7.16149
42,10,7.63266
EPOCH42,7.606,73.309

43,2,8.02191
43,4,7.56368
43,6,7.53482
43,8,7.55694
43,10,7.14163
EPOCH43,7.597,73.254

44,2,7.35174
44,4,7.67528
44,6,7.60694
44,8,7.52865
44,10,7.78360
EPOCH44,7.587,73.205

45,2,7.25713
45,4,7.77240
45,6,7.47883
45,8,7.58346
45,10,7.54791
EPOCH45,7.579,73.244

46,2,7.85760
46,4,7.48175
46,6,7.44216
46,8,7.57042
46,10,7.41134
EPOCH46,7.582,73.275

47,2,7.24966
47,4,7.91386
47,6,7.49172
47,8,7.32270
47,10,7.84623
EPOCH47,7.574,73.312

48,2,7.67752
48,4,7.50670
48,6,7.58778
48,8,7.85155
48,10,7.07834
EPOCH48,7.570,73.395

49,2,7.59301
49,4,7.33811
49,6,7.78510
49,8,7.54387
49,10,7.30450
EPOCH49,7.554,73.363

50,2,7.43434
50,4,7.41811
50,6,7.87949
50,8,7.47529
50,10,7.58843
EPOCH50,7.554,73.364

51,2,7.91908
51,4,7.48730
51,6,7.47676
51,8,7.39297
51,10,7.47878
EPOCH51,7.546,73.441

52,2,7.24068
52,4,7.47233
52,6,7.75694
52,8,7.99522
52,10,7.40535
EPOCH52,7.542,73.408

53,2,7.26764
53,4,7.71131
53,6,7.56420
53,8,7.53335
53,10,7.44234
EPOCH53,7.536,73.486

54,2,7.53207
54,4,7.13070
54,6,7.26645
54,8,8.07634
54,10,7.65598
EPOCH54,7.527,73.526

55,2,7.66867
55,4,7.25100
55,6,7.66056
55,8,7.46726
55,10,7.50139
EPOCH55,7.520,73.591

56,2,7.39487
56,4,7.41992
56,6,7.56798
56,8,7.45239
56,10,7.90539
EPOCH56,7.518,73.515

57,2,7.62104
57,4,7.77217
57,6,7.16072
57,8,7.53588
57,10,7.26753
EPOCH57,7.513,73.536

58,2,7.31416
58,4,7.70405
58,6,7.51453
58,8,7.51083
58,10,7.63203
EPOCH58,7.515,73.468

59,2,7.67373
59,4,7.43582
59,6,7.58646
59,8,7.34126
59,10,7.65378
EPOCH59,7.506,73.534

60,2,7.48579
60,4,7.46590
60,6,7.36656
60,8,7.58121
60,10,7.74160
EPOCH60,7.507,73.529

61,2,7.70032
61,4,7.33103
61,6,7.46240
61,8,7.77406
61,10,7.04079
EPOCH61,7.500,73.495

62,2,7.30029
62,4,7.40263
62,6,7.82994
62,8,7.11377
62,10,7.71417
EPOCH62,7.485,73.684

63,2,7.69885
63,4,7.92570
63,6,7.19458
63,8,7.42816
63,10,7.18512
EPOCH63,7.482,73.682

64,2,7.60032
64,4,7.69166
64,6,6.99303
64,8,7.38800
64,10,7.73995
EPOCH64,7.470,73.695

65,2,7.47932
65,4,7.98413
65,6,7.61344
65,8,7.42758
65,10,7.12627
EPOCH65,7.465,73.729

66,2,7.49550
66,4,7.71509
66,6,7.62147
66,8,7.53387
66,10,6.97059
EPOCH66,7.458,73.701

67,2,7.17123
67,4,7.66497
67,6,7.46035
67,8,7.39366
67,10,7.76888
EPOCH67,7.457,73.707

68,2,7.67398
68,4,7.29917
68,6,7.58834
68,8,7.24198
68,10,7.36473
EPOCH68,7.455,73.676

69,2,7.72838
69,4,7.61591
69,6,7.20153
69,8,7.42396
69,10,7.51056
EPOCH69,7.454,73.686

70,2,6.91752
70,4,7.72829
70,6,7.49413
70,8,7.27472
70,10,7.52987
EPOCH70,7.441,73.692

71,2,7.32480
71,4,7.68745
71,6,7.29277
71,8,7.47831
71,10,7.40154
EPOCH71,7.442,73.753

72,2,7.10019
72,4,7.56532
72,6,7.19723
72,8,7.60779
72,10,7.76456
EPOCH72,7.436,73.729

73,2,7.58030
73,4,7.45308
73,6,7.16015
73,8,7.71004
73,10,6.92811
EPOCH73,7.430,73.811

74,2,7.31413
74,4,7.45148
74,6,7.61922
74,8,7.56425
74,10,7.28885
EPOCH74,7.425,73.838

75,2,7.37107
75,4,7.20132
75,6,7.58892
75,8,7.64039
75,10,7.26311
EPOCH75,7.419,73.871

76,2,7.50584
76,4,7.18681
76,6,7.49842
76,8,6.94622
76,10,7.95977
EPOCH76,7.409,73.857

77,2,7.72962
77,4,7.36743
77,6,7.54341
77,8,7.24345
77,10,7.20594
EPOCH77,7.408,73.873

78,2,7.04582
78,4,7.70711
78,6,7.34557
78,8,7.37237
78,10,7.57843
EPOCH78,7.402,73.868

79,2,7.42209
79,4,7.31344
79,6,7.36060
79,8,7.50570
79,10,7.33569
EPOCH79,7.395,73.914

80,2,7.74345
80,4,7.70665
80,6,6.92060
80,8,7.30669
80,10,7.31308
EPOCH80,7.390,73.897

81,2,7.61462
81,4,7.47950
81,6,7.52364
81,8,7.16144
81,10,7.15647
EPOCH81,7.381,73.974

82,2,7.00592
82,4,7.80491
82,6,7.15423
82,8,7.47799
82,10,7.52310
EPOCH82,7.382,73.986

83,2,6.94699
83,4,7.49065
83,6,7.60271
83,8,7.26609
83,10,7.61114
EPOCH83,7.373,73.977

84,2,7.32544
84,4,7.24723
84,6,7.28211
84,8,7.56992
84,10,7.49060
EPOCH84,7.361,74.017

85,2,7.44553
85,4,7.40852
85,6,7.87648
85,8,7.15465
85,10,6.86235
EPOCH85,7.376,73.930

86,2,7.20805
86,4,7.11948
86,6,7.31802
86,8,7.59530
86,10,7.26544
EPOCH86,7.370,73.898

87,2,7.74376
87,4,7.25832
87,6,7.47106
87,8,7.19800
87,10,7.25966
EPOCH87,7.357,73.968

88,2,7.43735
88,4,7.29107
88,6,7.53563
88,8,7.25875
88,10,7.47087
EPOCH88,7.350,74.030

89,2,7.10230
89,4,7.67456
89,6,7.36751
89,8,7.23864
89,10,7.33825
EPOCH89,7.348,74.087

90,2,6.88524
90,4,7.29197
90,6,7.59300
90,8,7.63439
90,10,7.21755
EPOCH90,7.341,74.049

91,2,7.70621
91,4,7.03802
91,6,7.14888
91,8,7.17718
91,10,7.44126
EPOCH91,7.330,74.092

92,2,7.76907
92,4,7.49234
92,6,7.22714
92,8,6.93956
92,10,7.25127
EPOCH92,7.327,74.147

93,2,7.27198
93,4,7.65990
93,6,7.48753
93,8,7.12660
93,10,6.96116
EPOCH93,7.323,74.151

94,2,7.21327
94,4,7.05697
94,6,7.32198
94,8,7.20504
94,10,7.68503
EPOCH94,7.317,74.144

95,2,7.37134
95,4,7.20765
95,6,7.32774
95,8,7.19070
95,10,7.41833
EPOCH95,7.312,74.172

96,2,7.32316
96,4,7.18646
96,6,7.27934
96,8,7.34793
96,10,7.20447
EPOCH96,7.314,74.178

97,2,7.15445
97,4,7.29704
97,6,7.44110
97,8,7.22026
97,10,7.23152
EPOCH97,7.309,74.199

98,2,7.35536
98,4,7.54407
98,6,7.20906
98,8,7.14744
98,10,7.38472
EPOCH98,7.312,74.218

99,2,6.94297
99,4,7.28572
99,6,7.81824
99,8,7.31900
99,10,7.13672
EPOCH99,7.304,74.214

100,2,7.38361
100,4,7.26461
100,6,7.48820
100,8,7.13484
100,10,7.06311
EPOCH100,7.298,74.249

101,2,7.19172
101,4,7.32013
101,6,7.17417
101,8,7.50356
101,10,7.24652
EPOCH101,7.296,74.221

102,2,6.85040
102,4,7.49269
102,6,7.12740
102,8,7.54750
102,10,7.34804
EPOCH102,7.301,74.235

103,2,7.18914
103,4,7.15362
103,6,7.31935
103,8,7.41900
103,10,7.51600
EPOCH103,7.300,74.219

104,2,7.20820
104,4,7.25130
104,6,7.02235
104,8,7.38234
