1,2,1.602
1,4,0.745
1,6,0.457
1,8,0.335
1,10,0.277
EPOCH1,1.424,46.934

2,2,1.368
2,4,0.659
2,6,0.419
2,8,0.303
2,10,0.252
EPOCH2,1.275,59.669

3,2,1.251
3,4,0.619
3,6,0.390
3,8,0.295
3,10,0.242
EPOCH3,1.207,63.724

4,2,1.162
4,4,0.613
4,6,0.386
4,8,0.285
4,10,0.234
EPOCH4,1.175,64.406

5,2,1.179
5,4,0.588
5,6,0.386
5,8,0.289
5,10,0.212
EPOCH5,1.145,65.762

6,2,1.113
6,4,0.564
6,6,0.378
6,8,0.283
6,10,0.215
EPOCH6,1.114,66.334

7,2,1.037
7,4,0.557
7,6,0.377
7,8,0.268
7,10,0.217
EPOCH7,1.086,68.230

8,2,1.071
8,4,0.508
8,6,0.358
8,8,0.273
8,10,0.217
EPOCH8,1.066,69.482

9,2,1.050
9,4,0.531
9,6,0.339
9,8,0.262
9,10,0.202
EPOCH9,1.038,69.232

10,2,1.076
10,4,0.511
10,6,0.332
10,8,0.253
10,10,0.195
EPOCH10,1.014,70.380

11,2,1.009
11,4,0.517
11,6,0.323
11,8,0.245
11,10,0.198
EPOCH11,0.993,69.760

12,2,0.969
12,4,0.495
12,6,0.319
12,8,0.248
12,10,0.188
EPOCH12,0.972,70.404

13,2,0.955
13,4,0.490
13,6,0.313
13,8,0.247
13,10,0.191
EPOCH13,0.955,70.192

14,2,0.955
14,4,0.476
14,6,0.311
14,8,0.232
14,10,0.187
EPOCH14,0.939,70.550

15,2,0.887
15,4,0.456
15,6,0.324
15,8,0.230
15,10,0.185
EPOCH15,0.923,70.801

16,2,0.954
16,4,0.450
16,6,0.289
16,8,0.238
16,10,0.177
EPOCH16,0.908,70.604

17,2,0.906
17,4,0.422
17,6,0.299
17,8,0.228
17,10,0.181
EPOCH17,0.893,70.546

18,2,0.872
18,4,0.434
18,6,0.296
18,8,0.220
18,10,0.178
EPOCH18,0.878,71.120

19,2,0.851
19,4,0.441
19,6,0.297
19,8,0.208
19,10,0.177
EPOCH19,0.863,70.966

20,2,0.857
20,4,0.405
20,6,0.299
20,8,0.218
20,10,0.164
EPOCH20,0.850,70.917

21,2,0.840
21,4,0.423
21,6,0.273
21,8,0.209
21,10,0.169
EPOCH21,0.836,71.093

22,2,0.848
22,4,0.417
22,6,0.263
22,8,0.198
22,10,0.166
EPOCH22,0.826,71.232

23,2,0.829
23,4,0.433
23,6,0.284
23,8,0.202
23,10,0.160
EPOCH23,0.827,70.522

24,2,0.816
24,4,0.416
24,6,0.273
24,8,0.205
24,10,0.153
EPOCH24,0.813,71.018

25,2,0.827
25,4,0.397
25,6,0.275
25,8,0.197
25,10,0.152
EPOCH25,0.804,70.933

26,2,0.799
26,4,0.388
26,6,0.263
26,8,0.207
26,10,0.156
EPOCH26,0.797,71.381

27,2,0.806
27,4,0.387
27,6,0.258
27,8,0.209
27,10,0.153
EPOCH27,0.788,71.155

28,2,0.763
28,4,0.373
28,6,0.266
28,8,0.205
28,10,0.158
EPOCH28,0.781,71.246

29,2,0.776
29,4,0.381
29,6,0.261
29,8,0.185
29,10,0.160
EPOCH29,0.775,71.372

30,2,0.775
30,4,0.369
30,6,0.260
30,8,0.193
30,10,0.156
EPOCH30,0.769,71.190

31,2,0.774
31,4,0.379
31,6,0.247
31,8,0.193
31,10,0.153
EPOCH31,0.763,71.153

32,2,0.794
32,4,0.372
32,6,0.249
32,8,0.191
32,10,0.149
EPOCH32,0.759,71.578

33,2,0.738
33,4,0.393
33,6,0.248
33,8,0.180
33,10,0.154
EPOCH33,0.753,71.298

34,2,0.763
34,4,0.387
34,6,0.238
34,8,0.187
34,10,0.148
EPOCH34,0.746,71.530

35,2,0.739
35,4,0.369
35,6,0.252
35,8,0.185
35,10,0.148
EPOCH35,0.741,71.338

36,2,0.716
36,4,0.365
36,6,0.247
36,8,0.188
36,10,0.153
EPOCH36,0.739,71.555

37,2,0.720
37,4,0.358
37,6,0.251
37,8,0.191
37,10,0.144
EPOCH37,0.736,71.480

38,2,0.744
38,4,0.356
38,6,0.243
38,8,0.191
38,10,0.143
EPOCH38,0.733,71.588

39,2,0.749
39,4,0.341
39,6,0.245
39,8,0.183
39,10,0.150
EPOCH39,0.731,71.627

40,2,0.677
40,4,0.381
40,6,0.241
40,8,0.189
40,10,0.147
EPOCH40,0.728,71.675

41,2,0.711
41,4,0.363
41,6,0.242
41,8,0.177
41,10,0.144
EPOCH41,0.725,71.795

42,2,0.748
42,4,0.355
42,6,0.238
42,8,0.178
42,10,0.144
EPOCH42,0.724,71.702

43,2,0.733
43,4,0.368
43,6,0.227
43,8,0.180
43,10,0.146
EPOCH43,0.721,71.559

44,2,0.689
44,4,0.362
44,6,0.247
44,8,0.173
44,10,0.145
EPOCH44,0.718,71.705

45,2,0.725
45,4,0.349
45,6,0.241
45,8,0.179
45,10,0.141
EPOCH45,0.715,71.614

46,2,0.714
46,4,0.339
46,6,0.234
46,8,0.184
46,10,0.147
EPOCH46,0.712,71.676

47,2,0.726
47,4,0.360
47,6,0.242
47,8,0.160
47,10,0.143
EPOCH47,0.710,71.795

48,2,0.716
48,4,0.344
48,6,0.241
48,8,0.178
48,10,0.140
EPOCH48,0.707,71.618

49,2,0.713
49,4,0.339
49,6,0.230
49,8,0.184
49,10,0.135
EPOCH49,0.704,71.738

50,2,0.705
50,4,0.344
50,6,0.244
50,8,0.173
50,10,0.137
EPOCH50,0.702,71.555

51,2,0.707
51,4,0.336
51,6,0.239
51,8,0.176
51,10,0.140
EPOCH51,0.700,71.706

52,2,0.725
52,4,0.337
52,6,0.231
52,8,0.169
52,10,0.141
EPOCH52,0.697,72.118

53,2,0.710
53,4,0.342
53,6,0.219
53,8,0.182
53,10,0.138
EPOCH53,0.695,71.672

54,2,0.667
54,4,0.340
54,6,0.246
54,8,0.168
54,10,0.138
EPOCH54,0.692,71.818

55,2,0.699
55,4,0.350
55,6,0.237
55,8,0.164
55,10,0.140
EPOCH55,0.689,71.863

56,2,0.704
56,4,0.335
56,6,0.225
56,8,0.173
56,10,0.135
EPOCH56,0.687,71.912

57,2,0.698
57,4,0.347
57,6,0.225
57,8,0.169
57,10,0.137
EPOCH57,0.685,71.742

58,2,0.682
58,4,0.320
58,6,0.235
58,8,0.175
58,10,0.135
EPOCH58,0.682,71.975

59,2,0.688
59,4,0.336
59,6,0.229
59,8,0.165
59,10,0.138
EPOCH59,0.679,71.718

60,2,0.681
60,4,0.338
60,6,0.227
60,8,0.171
60,10,0.134
EPOCH60,0.678,71.949

61,2,0.655
61,4,0.349
61,6,0.214
61,8,0.171
61,10,0.141
EPOCH61,0.678,71.755

62,2,0.713
62,4,0.332
62,6,0.227
62,8,0.162
62,10,0.133
EPOCH62,0.674,71.701

63,2,0.661
63,4,0.342
63,6,0.227
63,8,0.171
63,10,0.134
EPOCH63,0.671,71.772

64,2,0.661
64,4,0.335
64,6,0.233
64,8,0.165
64,10,0.133
EPOCH64,0.668,71.751

65,2,0.652
65,4,0.328
65,6,0.223
65,8,0.169
65,10,0.136
EPOCH65,0.667,71.801

66,2,0.698
66,4,0.328
66,6,0.222
66,8,0.171
66,10,0.128
EPOCH66,0.665,71.843

67,2,0.654
67,4,0.334
67,6,0.224
67,8,0.168
67,10,0.131
EPOCH67,0.663,71.803

68,2,0.707
68,4,0.329
68,6,0.216
68,8,0.162
68,10,0.130
EPOCH68,0.662,72.226

69,2,0.655
69,4,0.341
69,6,0.216
69,8,0.172
69,10,0.128
EPOCH69,0.659,71.768

70,2,0.629
70,4,0.334
70,6,0.235
70,8,0.162
70,10,0.128
EPOCH70,0.658,72.247

71,2,0.668
71,4,0.315
71,6,0.210
71,8,0.163
71,10,0.137
EPOCH71,0.656,72.045

72,2,0.655
72,4,0.322
72,6,0.224
72,8,0.164
72,10,0.125
EPOCH72,0.655,72.068

73,2,0.670
73,4,0.326
73,6,0.213
73,8,0.162
73,10,0.129
EPOCH73,0.653,72.142

74,2,0.647
74,4,0.324
74,6,0.221
74,8,0.161
74,10,0.134
EPOCH74,0.653,72.043

75,2,0.661
75,4,0.320
75,6,0.225
75,8,0.158
75,10,0.132
EPOCH75,0.651,72.126

76,2,0.660
76,4,0.319
76,6,0.233
76,8,0.152
76,10,0.127
EPOCH76,0.650,71.958

77,2,0.642
77,4,0.316
77,6,0.220
77,8,0.163
77,10,0.129
EPOCH77,0.649,72.268

78,2,0.653
78,4,0.320
78,6,0.204
78,8,0.172
78,10,0.130
EPOCH78,0.648,72.110

79,2,0.665
79,4,0.310
79,6,0.213
79,8,0.169
79,10,0.132
EPOCH79,0.647,72.172

80,2,0.648
80,4,0.323
80,6,0.208
80,8,0.163
80,10,0.132
EPOCH80,0.645,72.213

81,2,0.602
81,4,0.316
81,6,0.219
81,8,0.167
81,10,0.131
EPOCH81,0.645,72.047

82,2,0.584
82,4,0.315
82,6,0.222
82,8,0.163
82,10,0.136
EPOCH82,0.643,72.115

83,2,0.638
83,4,0.311
83,6,0.215
83,8,0.159
83,10,0.135
EPOCH83,0.641,72.147

84,2,0.659
84,4,0.321
84,6,0.213
84,8,0.152
84,10,0.127
EPOCH84,0.641,72.486

85,2,0.637
85,4,0.311
85,6,0.214
85,8,0.164
85,10,0.125
EPOCH85,0.640,72.063

86,2,0.644
86,4,0.310
86,6,0.216
86,8,0.156
86,10,0.129
EPOCH86,0.639,72.643

87,2,0.653
87,4,0.313
87,6,0.214
87,8,0.162
87,10,0.125
EPOCH87,0.638,72.424

88,2,0.636
88,4,0.328
88,6,0.212
88,8,0.158
88,10,0.129
EPOCH88,0.637,72.088

89,2,0.625
89,4,0.322
89,6,0.226
89,8,0.155
89,10,0.127
EPOCH89,0.636,72.233

90,2,0.653
90,4,0.301
90,6,0.215
90,8,0.165
90,10,0.127
EPOCH90,0.634,72.174

91,2,0.624
91,4,0.324
91,6,0.209
91,8,0.164
91,10,0.124
EPOCH91,0.633,72.421

92,2,0.649
92,4,0.317
92,6,0.215
92,8,0.152
92,10,0.125
EPOCH92,0.632,72.278

93,2,0.636
93,4,0.333
93,6,0.197
93,8,0.156
93,10,0.130
EPOCH93,0.631,72.584

94,2,0.626
94,4,0.311
94,6,0.212
94,8,0.159
94,10,0.125
EPOCH94,0.630,72.193

95,2,0.636
95,4,0.305
95,6,0.205
95,8,0.157
95,10,0.134
EPOCH95,0.630,72.160

96,2,0.616
96,4,0.323
96,6,0.198
96,8,0.162
96,10,0.127
EPOCH96,0.628,72.731

97,2,0.643
97,4,0.289
97,6,0.205
97,8,0.158
97,10,0.131
EPOCH97,0.627,72.889

98,2,0.629
98,4,0.324
98,6,0.212
98,8,0.150
98,10,0.122
EPOCH98,0.626,72.465

99,2,0.655
99,4,0.306
99,6,0.213
99,8,0.155
99,10,0.121
EPOCH99,0.626,72.513

100,2,0.620
100,4,0.319
100,6,0.194
100,8,0.153
100,10,0.131
EPOCH100,0.624,72.334

101,2,0.618
101,4,0.312
101,6,0.207
101,8,0.154
101,10,0.123
EPOCH101,0.623,72.780

102,2,0.615
102,4,0.314
102,6,0.202
102,8,0.155
102,10,0.124
EPOCH102,0.621,72.400

103,2,0.595
103,4,0.307
103,6,0.206
103,8,0.157
103,10,0.126
EPOCH103,0.620,72.577

104,2,0.605
104,4,0.302
104,6,0.207
104,8,0.155
104,10,0.125
EPOCH104,0.619,72.344

105,2,0.599
105,4,0.311
105,6,0.208
105,8,0.151
105,10,0.124
EPOCH105,0.619,72.316

106,2,0.621
106,4,0.306
106,6,0.207
106,8,0.154
106,10,0.124
EPOCH106,0.618,72.556

107,2,0.631
107,4,0.303
107,6,0.197
107,8,0.155
107,10,0.123
EPOCH107,0.617,72.546

108,2,0.588
108,4,0.310
108,6,0.212
108,8,0.149
108,10,0.127
EPOCH108,0.615,72.728

109,2,0.630
109,4,0.315
109,6,0.197
109,8,0.151
109,10,0.121
EPOCH109,0.614,72.515

110,2,0.621
110,4,0.312
110,6,0.199
110,8,0.154
110,10,0.125
EPOCH110,0.614,72.505

111,2,0.609
111,4,0.298
111,6,0.210
111,8,0.151
111,10,0.125
EPOCH111,0.612,72.734

112,2,0.631
112,4,0.310
112,6,0.205
112,8,0.148
112,10,0.122
EPOCH112,0.611,72.543

113,2,0.628
113,4,0.292
113,6,0.199
113,8,0.155
113,10,0.121
EPOCH113,0.610,72.387

114,2,0.622
114,4,0.319
114,6,0.198
114,8,0.154
114,10,0.121
EPOCH114,0.611,72.390

115,2,0.611
115,4,0.306
115,6,0.199
115,8,0.147
115,10,0.128
EPOCH115,0.610,72.686

116,2,0.633
116,4,0.294
116,6,0.209
116,8,0.148
116,10,0.118
EPOCH116,0.608,72.502

117,2,0.597
117,4,0.317
117,6,0.204
117,8,0.147
117,10,0.118
EPOCH117,0.606,72.665

118,2,0.621
118,4,0.311
118,6,0.187
118,8,0.149
118,10,0.128
EPOCH118,0.605,72.526

119,2,0.604
119,4,0.289
119,6,0.206
119,8,0.153
119,10,0.119
EPOCH119,0.604,72.519

120,2,0.619
120,4,0.301
120,6,0.204
120,8,0.154
120,10,0.117
EPOCH120,0.604,72.911

